Rating,Reviews,Timestamp,Delivery/Dining
1,"This place serves good coffee. I haven't tried breakfast here yet.

We tried 5 different kinds of coffee.

Icd Vietnamese
Creme cold brew
Salted caramel cold coffee
Java chip iced mocha
S&B cold coffee

All of them were good.
I would have liked a little more condensed milk in my Iced Vietnamese.

Overall good!","Jan 15, 2023",DELIVERY
5,NAN,"Jan 06, 2023",DINING
1,NAN,"Jan 05, 2023",DELIVERY
5,NAN,"Dec 24, 2022",DINING
5,NAN,"Dec 10, 2022",DELIVERY
4,"It's a cozy cafe serving authentic artisanal coffee and desserts. Every coffee lover should experience the ambience alongside a special welcome by Groot! 🤍

S&B Cold Coffee (Shaken not Blended) was made in front of our eyes with the secret ingredient being condensed milk. It tasted as good as it looks!!
🧀ask for extra condensed milk so the flavors balance out better","Oct 07, 2022",DINING
5,"no chicken salami,wrong order - but i was too hungry to care.still not worth it.","Aug 20, 2022",DINING
4,"Visited this place after work on a weekday evening. It's a small and cute cafe in Bandra where you can crash after a busy day at work, or even work from here as it's a work friendly cafe.

Tried their Raf Coffee and it was pretty decent I'd say. The taste of it was nicely bitter, just the way I like it but was alright.

Would really like to try more of coffees from here!","Jul 18, 2022",DELIVERY
1,"The coffee was strictly average. The food was all sitting behind a glass case looking dry and unappealing. To make matters worse, there was a photo shoot on in the cafe for which some of the food was removed, manhandled and put back on the shelf for sale. At these prices, the very least one can expect are reasonable levels of hygiene.","Jul 09, 2022",DELIVERY
5,"Ordered after a first amazing experience by ordering their amazing hot chocolate! On repeat the hot chocolate wasn’t how it used to be. It was too thin with too much milk, the taste was too bitter and wasn’t drinkable.","Jun 26, 2022",DINING
4,Had asked for chocolate sauce with croissant.,"May 04, 2022",DINING
1,NAN,"Apr 23, 2022",DELIVERY
3,"Coffee culture in Mumbai is evolving and Javaphile is a testament of that fact. Great coffee, nice pop outdoors, polite service, and cheeky wifi password makes this a place worth returning to.","Apr 22, 2022",DINING
2,not too good & not too bad! couldn't really feel the burnt flavour in the top layer of this basque cheesecake! also lemon flavour was overpowering. although good potion size & nice packing.,"Apr 11, 2022",DINING
3,NAN,"Apr 08, 2022",DELIVERY
5,NAN,"Mar 31, 2022",DINING
1,Absolutely love their honey spiced cappuccino 😍👍🏻🙌🏻 and the vibe is 👌 amazing and Sonia is an amazing server. Had a fab experience,"Mar 10, 2022",DINING
4,Having been to Italy and tasted the best coffee in the world I had never imagined coffee could taste and feel like Italy all over again in Mumbai. Javaphile makes the best coffee in the city. This particular one that I ordered was the Sea salt mocha. Highly highly recommend javaphile :),"Feb 12, 2022",DINING
4,NAN,"Feb 11, 2022",DINING
1,"It was a last minute order just as they were about close, but the food was phenomenal. Good portion sizes, great variety, excellent taste. Even the packaging was great!
The Paris Brest and the Basque cheesecake are a must try! The hazelnut cookie had a great texture and was perfectly crumbly. The flourless chocolate cake had the perfect hint of lemon and tasted great when warmed a bit. The Paris Brest had just the right amount of coffee flavoured cream and great choux pastry.","Jan 02, 2022",DELIVERY
3,There are some very good coffes here. Cinnamin coffe Vietnamese coffee. The service is good. This is some good quality coffee. Can patronise.,"Dec 10, 2021",DELIVERY
1,"Love their latte, some of the biscuits, & the location, too. However, have stopped sitting in of late, as there's this cute dog always there indoors. I personally am not too comfortable with the same, as with the hygiene of staff hands, since they're always playing with the dog","Dec 05, 2021",DELIVERY
5,"New on the block in Bandra comes javaphile,
While I’m not much of a javaphile myself (so don’t peep my review if you wanted to know what the coffee is like) I do love sandwiches and breakfast

So here’s what I’ve tried thus far :

Akuri toast - this wasn’t my order but it was so so and my bf said he wouldn’t order it again

Truffle & parm

Turkey & ranch sandwich : good quality produce, I wasn’t too fond of the cheese maybe would’ve preferred it melted, but the bread is lovely! Soft and spongy with a little bite to boot.

Caprese : honestly I heard Elftheria and didn’t think twice, their fresh mozzarella is the best. Paired with good pesto, tomatoes & bread you...read more","Nov 21, 2021",DINING
3,"I've been ordering literally every day since the first time I are from here. Today, the French Toast was horrible. Not fluffy at all. No blue berries. Was hard n dry. Disappointed (today).","Nov 12, 2021",DELIVERY
2,NAN,"Nov 10, 2021",DELIVERY
4,"The Aamras tres leches, the Burnt basque cheesecake (can't stop thinking about this one) and the Paris Brest are to die for.
The Ginger Ale coffee (such an exciting flavor) and Barrel aged cold brew are perfect for the summer.
The Mumbai burger is quite amazing as well!","Oct 30, 2021",DINING
5,No spillage. Qty is amazing! Vietnamese coffee tasted so good. And the gluten free pancakes came with coconut cream and maple syrup and tons of jam and were delicious!,"Oct 14, 2021",DINING
5,"Their burgers are GREAT! I’ve been really happy with everything I’ve ordered and they pack everything really well, no spills!!","Sep 12, 2021",DINING
5,it doesn't get juicier than this.. whole lotta hunger whole lotta food.. the food was so ...yummy yummy ..,"Aug 24, 2021",DINING
5,First time in javaphile and YOU have to go! It’s the cutest little spot with amazing food. The mumbai burger and po boy are the dishes one is to die for. IT WAS FIRE!! The service we received was so amazing and we will definitely be back again. They made us feel welcomed and gave us an amazing experience.,"Aug 21, 2021",DELIVERY
4,NAN,"Jul 21, 2021",DINING
4,NAN,"Jul 17, 2021",DINING
4,NAN,"Jul 15, 2021",DELIVERY
1,NAN,"Jul 10, 2021",DINING
5,NAN,"May 30, 2021",DINING
5,NAN,"May 15, 2021",DELIVERY
5,NAN,"May 04, 2021",DELIVERY
5,"Absolutely love this place. The coffee, food, ambiance and the crowd. Favourite chill place to in Bandra !!!! 😍 perfect!!!!! And the pupper 😍❤️","May 01, 2021",DELIVERY
5,NAN,"Apr 23, 2021",DELIVERY
4,NAN,"Apr 22, 2021",DINING
5,NAN,"Apr 10, 2021",DELIVERY
5,NAN,"Apr 10, 2021",DELIVERY
5,NAN,"Apr 10, 2021",DINING
5,Have always had a very positive experience at Javaphile! The staff is extremely nice and courteous and the service is supreme and quick! Have tried a few variants of their coffee’s and have absolutely loved each one of them! Can’t wait to go back for more!,"Apr 10, 2021",DINING
5,"I bought a harissa chicken sandwich. Taste was horrible, the bread was dry and not at all well heated as well. There was no salt either.
The coffee on the other hand was decent but could be better compared the price point and what other roasters have to offer in Mumbai.

Overall experience - 1 out of 5","Apr 10, 2021",DINING
4,Had Cold brew styled cold coffee 🥤 Been there once for a cold coffee and they didn’t disappoint! Pretty neat cafe with many coffee but limited dessert options! coffee lovers- this a place for you’all.,"Apr 10, 2021",DELIVERY
5,"Visited Javaphile while passing by in the bandra lanes. Loved the vibe of this place the moment we saw it. They don’t have too many options on the menu if you’re looking for some Frappe or iced drink. However the server was prompt enough to make a caramel cold coffee of sorts for us.

However what disappointed me was the service. When asked for water they first were reluctant to serve all of us 4 glasses of water, instead they asked us if we wanted to buy a bottle of water

Secondly we were expected to place the order at the billing counter and again get up and get our food once they called out our name every time any of out orders were ready. This would not have been an issue for me...read more","Apr 10, 2021",DELIVERY
5,"This is a sophisticated place with modern minimalist coffee experience. They have sandwiches , desserts and hot chocolate besides coffee. They also have Turkish coffee which is so instagramable. There’s sand below the coffee to heat it which is the traditional way of Turkish coffees. The owner is super chill. He greets all the customers well. There’s an indoor and outdoor section. A happy vibe in these corona times. We would skip Starbucks and other cafes & head to this place.","Apr 10, 2021",DINING
5,A small cafe... the coffee was good but everything was overpriced. A regular cup of cappuccino cost me 221. All eatables were over all above 250 and did not look that worthy.,"Apr 10, 2021",DINING
5,NAN,"Apr 09, 2021",DELIVERY
5,"A cute and cozy cafe located near Gold’s gym, bandra west. They have a huge variety of coffees on their menu. We tried the cappuccino & the latte. Both were made to perfection!
Also tried the Ganache cake. It was topped with dark chocolate and a berry, tasted divine! Desserts had a great option available.
We didn’t find any interesting items to eat though, so maybe that’s something we’d like to see coming on their menu in the near future!","Apr 09, 2021",DINING
5,"Javaphile is a cute, cosy cafe located right next to Suzette in Pali Naka. The interiors are minimalistic and clean and the menu is features a vast range of coffees. From cold brews and classics to modern concoctions, they have it all. They also have a petit menu of savouries and desserts featuring sandwiches, quiches, tarts and cakes.

I stopped by for a quick coffee, here’s what we tried.

• Honey Spiced Coffee
A classic cappuccino topped with cinnamon and sweetened with 5 grams of honey. The coffee is simple. I personally would have liked a more robust coffee and also felt like I’d have enjoyed some more spice in my coffee.

• Gingerale Coffee
This coffee is accompanied with...read more","Apr 09, 2021",DINING
5,NAN,"Apr 09, 2021",DINING
5,"A cute and cozy cafe located near Gold’s gym, bandra west. They have a huge variety of coffees on their menu. We tried the cappuccino & the latte. Both were made to perfection!
Also tried the Ganache cake. It was topped with dark chocolate and a berry, tasted divine! Desserts had a great option available.
We didn’t find any interesting items to eat though, so maybe that’s something we’d like to see coming on their menu in the near future!","Apr 06, 2021",DINING
4,"Javaphile is a cute, cosy cafe located right next to Suzette in Pali Naka. The interiors are minimalistic and clean and the menu is features a vast range of coffees. From cold brews and classics to modern concoctions, they have it all. They also have a petit menu of savouries and desserts featuring sandwiches, quiches, tarts and cakes.

I stopped by for a quick coffee, here’s what we tried.

• Honey Spiced Coffee
A classic cappuccino topped with cinnamon and sweetened with 5 grams of honey. The coffee is simple. I personally would have liked a more robust coffee and also felt like I’d have enjoyed some more spice in my coffee.

• Gingerale Coffee
This coffee is accompanied with...read more","Mar 20, 2021",DINING
2,NAN,"Mar 13, 2021",DINING
3,"A cute and cozy cafe located near Gold’s gym, bandra west. They have a huge variety of coffees on their menu. We tried the cappuccino & the latte. Both were made to perfection!
Also tried the Ganache cake. It was topped with dark chocolate and a berry, tasted divine! Desserts had a great option available.
We didn’t find any interesting items to eat though, so maybe that’s something we’d like to see coming on their menu in the near future!","Mar 09, 2021",DINING
4,"Javaphile is a cute, cosy cafe located right next to Suzette in Pali Naka. The interiors are minimalistic and clean and the menu is features a vast range of coffees. From cold brews and classics to modern concoctions, they have it all. They also have a petit menu of savouries and desserts featuring sandwiches, quiches, tarts and cakes.

I stopped by for a quick coffee, here’s what we tried.

• Honey Spiced Coffee
A classic cappuccino topped with cinnamon and sweetened with 5 grams of honey. The coffee is simple. I personally would have liked a more robust coffee and also felt like I’d have enjoyed some more spice in my coffee.

• Gingerale Coffee
This coffee is accompanied with...read more","Mar 05, 2021",DINING
1,NAN,"Feb 25, 2021",DINING
1,"A cute and cozy cafe located near Gold’s gym, bandra west. They have a huge variety of coffees on their menu. We tried the cappuccino & the latte. Both were made to perfection!
Also tried the Ganache cake. It was topped with dark chocolate and a berry, tasted divine! Desserts had a great option available.
We didn’t find any interesting items to eat though, so maybe that’s something we’d like to see coming on their menu in the near future!","Feb 24, 2021",DINING
5,"Javaphile is a cute, cosy cafe located right next to Suzette in Pali Naka. The interiors are minimalistic and clean and the menu is features a vast range of coffees. From cold brews and classics to modern concoctions, they have it all. They also have a petit menu of savouries and desserts featuring sandwiches, quiches, tarts and cakes.

I stopped by for a quick coffee, here’s what we tried.

• Honey Spiced Coffee
A classic cappuccino topped with cinnamon and sweetened with 5 grams of honey. The coffee is simple. I personally would have liked a more robust coffee and also felt like I’d have enjoyed some more spice in my coffee.

• Gingerale Coffee
This coffee is accompanied with...read more","Feb 23, 2021",DINING
3,NAN,"Feb 23, 2021",DINING
4,"A cute and cozy cafe located near Gold’s gym, bandra west. They have a huge variety of coffees on their menu. We tried the cappuccino & the latte. Both were made to perfection!
Also tried the Ganache cake. It was topped with dark chocolate and a berry, tasted divine! Desserts had a great option available.
We didn’t find any interesting items to eat though, so maybe that’s something we’d like to see coming on their menu in the near future!","Feb 18, 2021",DINING
3,"Javaphile is a cute, cosy cafe located right next to Suzette in Pali Naka. The interiors are minimalistic and clean and the menu is features a vast range of coffees. From cold brews and classics to modern concoctions, they have it all. They also have a petit menu of savouries and desserts featuring sandwiches, quiches, tarts and cakes.

I stopped by for a quick coffee, here’s what we tried.

• Honey Spiced Coffee
A classic cappuccino topped with cinnamon and sweetened with 5 grams of honey. The coffee is simple. I personally would have liked a more robust coffee and also felt like I’d have enjoyed some more spice in my coffee.

• Gingerale Coffee
This coffee is accompanied with...read more","Feb 13, 2021",DINING
3,NAN,"Feb 02, 2021",DINING
4,"A cute and cozy cafe located near Gold’s gym, bandra west. They have a huge variety of coffees on their menu. We tried the cappuccino & the latte. Both were made to perfection!
Also tried the Ganache cake. It was topped with dark chocolate and a berry, tasted divine! Desserts had a great option available.
We didn’t find any interesting items to eat though, so maybe that’s something we’d like to see coming on their menu in the near future!","Jan 24, 2021",DINING
3,"Javaphile is a cute, cosy cafe located right next to Suzette in Pali Naka. The interiors are minimalistic and clean and the menu is features a vast range of coffees. From cold brews and classics to modern concoctions, they have it all. They also have a petit menu of savouries and desserts featuring sandwiches, quiches, tarts and cakes.

I stopped by for a quick coffee, here’s what we tried.

• Honey Spiced Coffee
A classic cappuccino topped with cinnamon and sweetened with 5 grams of honey. The coffee is simple. I personally would have liked a more robust coffee and also felt like I’d have enjoyed some more spice in my coffee.

• Gingerale Coffee
This coffee is accompanied with...read more","Jan 20, 2021",DINING
,NAN,"Feb 02, 2021",DINING
,"A cute and cozy cafe located near Gold’s gym, bandra west. They have a huge variety of coffees on their menu. We tried the cappuccino & the latte. Both were made to perfection!
Also tried the Ganache cake. It was topped with dark chocolate and a berry, tasted divine! Desserts had a great option available.
We didn’t find any interesting items to eat though, so maybe that’s something we’d like to see coming on their menu in the near future!","Jan 24, 2021",DINING
3,"Javaphile is a cute, cosy cafe located right next to Suzette in Pali Naka. The interiors are minimalistic and clean and the menu is features a vast range of coffees. From cold brews and classics to modern concoctions, they have it all. They also have a petit menu of savouries and desserts featuring sandwiches, quiches, tarts and cakes.

I stopped by for a quick coffee, here’s what we tried.

• Honey Spiced Coffee
A classic cappuccino topped with cinnamon and sweetened with 5 grams of honey. The coffee is simple. I personally would have liked a more robust coffee and also felt like I’d have enjoyed some more spice in my coffee.

• Gingerale Coffee
This coffee is accompanied with...read more","Jan 20, 2021",DINING
4,NAN,"Feb 02, 2021",DINING
3,"A cute and cozy cafe located near Gold’s gym, bandra west. They have a huge variety of coffees on their menu. We tried the cappuccino & the latte. Both were made to perfection!
Also tried the Ganache cake. It was topped with dark chocolate and a berry, tasted divine! Desserts had a great option available.
We didn’t find any interesting items to eat though, so maybe that’s something we’d like to see coming on their menu in the near future!","Jan 24, 2021",DINING
,"Javaphile is a cute, cosy cafe located right next to Suzette in Pali Naka. The interiors are minimalistic and clean and the menu is features a vast range of coffees. From cold brews and classics to modern concoctions, they have it all. They also have a petit menu of savouries and desserts featuring sandwiches, quiches, tarts and cakes.

I stopped by for a quick coffee, here’s what we tried.

• Honey Spiced Coffee
A classic cappuccino topped with cinnamon and sweetened with 5 grams of honey. The coffee is simple. I personally would have liked a more robust coffee and also felt like I’d have enjoyed some more spice in my coffee.

• Gingerale Coffee
This coffee is accompanied with...read more","Jan 20, 2021",DINING
,NAN,"Feb 02, 2021",DINING
3,"A cute and cozy cafe located near Gold’s gym, bandra west. They have a huge variety of coffees on their menu. We tried the cappuccino & the latte. Both were made to perfection!
Also tried the Ganache cake. It was topped with dark chocolate and a berry, tasted divine! Desserts had a great option available.
We didn’t find any interesting items to eat though, so maybe that’s something we’d like to see coming on their menu in the near future!","Jan 24, 2021",DINING
4,"Javaphile is a cute, cosy cafe located right next to Suzette in Pali Naka. The interiors are minimalistic and clean and the menu is features a vast range of coffees. From cold brews and classics to modern concoctions, they have it all. They also have a petit menu of savouries and desserts featuring sandwiches, quiches, tarts and cakes.

I stopped by for a quick coffee, here’s what we tried.

• Honey Spiced Coffee
A classic cappuccino topped with cinnamon and sweetened with 5 grams of honey. The coffee is simple. I personally would have liked a more robust coffee and also felt like I’d have enjoyed some more spice in my coffee.

• Gingerale Coffee
This coffee is accompanied with...read more","Jan 20, 2021",DINING
3,NAN,"Feb 02, 2021",DINING
,"A cute and cozy cafe located near Gold’s gym, bandra west. They have a huge variety of coffees on their menu. We tried the cappuccino & the latte. Both were made to perfection!
Also tried the Ganache cake. It was topped with dark chocolate and a berry, tasted divine! Desserts had a great option available.
We didn’t find any interesting items to eat though, so maybe that’s something we’d like to see coming on their menu in the near future!","Jan 24, 2021",DINING
,"Javaphile is a cute, cosy cafe located right next to Suzette in Pali Naka. The interiors are minimalistic and clean and the menu is features a vast range of coffees. From cold brews and classics to modern concoctions, they have it all. They also have a petit menu of savouries and desserts featuring sandwiches, quiches, tarts and cakes.

I stopped by for a quick coffee, here’s what we tried.

• Honey Spiced Coffee
A classic cappuccino topped with cinnamon and sweetened with 5 grams of honey. The coffee is simple. I personally would have liked a more robust coffee and also felt like I’d have enjoyed some more spice in my coffee.

• Gingerale Coffee
This coffee is accompanied with...read more","Jan 20, 2021",DINING
3,NAN,"Feb 02, 2021",DINING
4,"A cute and cozy cafe located near Gold’s gym, bandra west. They have a huge variety of coffees on their menu. We tried the cappuccino & the latte. Both were made to perfection!
Also tried the Ganache cake. It was topped with dark chocolate and a berry, tasted divine! Desserts had a great option available.
We didn’t find any interesting items to eat though, so maybe that’s something we’d like to see coming on their menu in the near future!","Jan 24, 2021",DINING
3,"Javaphile is a cute, cosy cafe located right next to Suzette in Pali Naka. The interiors are minimalistic and clean and the menu is features a vast range of coffees. From cold brews and classics to modern concoctions, they have it all. They also have a petit menu of savouries and desserts featuring sandwiches, quiches, tarts and cakes.

I stopped by for a quick coffee, here’s what we tried.

• Honey Spiced Coffee
A classic cappuccino topped with cinnamon and sweetened with 5 grams of honey. The coffee is simple. I personally would have liked a more robust coffee and also felt like I’d have enjoyed some more spice in my coffee.

• Gingerale Coffee
This coffee is accompanied with...read more","Jan 20, 2021",DINING
