Rating,Reviews,Timestamp,Delivery/Dining
5,The baked vada pav and calzone were refrigerator cold. The boxes they were sent in felt like they were directly removed from the refrigerator and sent. This also means they werent freshly prepared. this is unacceptable. These guys were so lazy they coudnt even warm the food in a microwave and send it.,2 months ago,DINING
3,NAN,2 months ago,DINING
5,"Iv visited ettara 3-4 times and the coffee there is amazing. We tried almond frappe, madagaskar chocolate frappe, kappucino. Its really really good. Staff is very courteous and make you taste the coffee before serving.
Must visit if you are a coffee lover",2 months ago,DINING
5,"""Sameena at Ttarra was a delight! Her kindness and great service made our visit special. We'll definitely be back for both the coffee and her friendly hospitality.""",2 months ago,DINING
5,"Iced Latte
Excellent coffee as always.
Writing Reviews - Single dish order names must be mentioned as Zomato does Not include them by default 😔
Packaging was also good this time, otherwise the cup foil peel-off can bend cup out of shape and spill contents as glue is very strong.
Good Stuff!",2 months ago,DINING
1,"Visited this place on a Saturday night. Amazing food, really good coffee to sip on and the vibe of the place is 👍🏻",2 months ago,DELIVERY
1,NAN,2 months ago,DELIVERY
5,NAN,3 months ago,DELIVERY
1,"Stumbled onto Ettarra by chance, but keep going back by choice. It's an experience to enjoy. The indoor as well as outdoor seating is great, and the food and beverage options are fantastic. My favourites so far are the South Indian Filter Kaapi Frappe, the Naariyal Frappe, and the berliners. They will customise the drinks to your liking (make it stronger, thicker, sweeter, etc) and have milk alternatives for all, which is a blessing.

The staff is very good, service is prompt and cheerful and they explain things to you if you're unsure. If you're lucky, you'll meet Sabina and it's impossible not to smile back at her, with her infectious energy.

All in all, a great place to spend some...read more",3 months ago,DELIVERY
5,NAN,3 months ago,DINING
5,"Thank you Sabina for your amazing recommendations! Loved the South Indian Filter coffee frappe and Nariyal Irish Cream frappe recommended by her.

Service is amazing, with fried banana chips and water bottles complimentary along with every order. Makes you feel right at home.

Hope the Malnad Tonic is back in stock soon, till then, a regular customer!",3 months ago,DINING
5,received the cappuccino without sugar !?,3 months ago,DINING
5,NAN,3 months ago,DINING
3,A perfect coffee house with amazing coffee and a new concept!!,4 months ago,DELIVERY
1,"Ordering my morning breakfast from here was the best decision I have made in a while. The baked vada pav is ingenious, all the goodness of a vada pav in a bun form. Delicious and surprisingly filling. The berliner was really tasty filled with goey creamy goodness,but I'd order at least 3 of these next time to make up for the size, it's a bit small. And thank you for the banana chips, they added finely with my overall experience, thank you for making my morning such a pleasure.",4 months ago,DELIVERY
5,Ettara is one of the finest aromatic coffee in Mumbai.. Specially made by Ms. Sabeena she has the right and perfect knowledge of the taste you want...,4 months ago,DINING
5,Excellent experience at Ettarra The coffee was awesome and the service experience was totally outstanding with Sabina around she gave us an amazing service and made us feel totally special kudos to her !!!,4 months ago,DINING
5,"Brilliant food, brilliant cookies, awesome madagascar choco coffee.
Big ups to sabina for being so wholesome and vibrant while serving.",4 months ago,DELIVERY
5,"Ettarra is pure love! It’s comfort and warmth wrapped in a cup of coffee.

Sabina blends her love with that amazing smile in every cup she serves. It just makes ettarra feel more like home than just a cafe! ❤️❤️❤️",4 months ago,DINING
1,"Finally some real coffee☕️ The place is so cozy and the staff is so warm, generous and courteous. They give you a taster to check if your coffee is right and then serve the coffee. Sabina, especially is ever smiling and makes sure you have your perfect Cuppa!!! And, the yummy banana chips that accompanies your coffee is irresistible. Oh yes, their paparoti freshly baked out of the oven is 10/10❣️",4 months ago,DELIVERY
1,"it's time to review this beautiful little coffee place, which has become my favourite stop on my way to work. The coffee is great but what is better is the generous staff. you ask for one chip, they will give you a bowl, just to taste. You tell them you like your coffee strong, they will literally add three times more coffee than their usual, just because.
And they will always, always smile. They usually turn a bad morning into a good one just by being generous and kind.",4 months ago,DELIVERY
1,"Absolutely loved discovering this quaint little place in the heart of Juhu. To die for filter coffee and banana chips. Thank you Sabina for such wonderful service and company. Loved your playlist, made for the perfect companion in the rains ❤️",4 months ago,DELIVERY
5,I love their coffee. They serve banana chips along with it (even that’s tasty)..must try their crinkle cookies. Ms.Sabina is very courteous and serves us with a smile always!,4 months ago,DINING
5,"We had wonderful time at Ettarra. Sabina was really polite, attentive and hospitable. This was my first visit based on my friend recommendation. Their filter coffee and banana chips. took me back to lanes of Kerala. Their choclate cookies melts in the mouth. Overall 9.5/10. 0.5 deducted as i strongly believe tips is by choice and not be added in the UPI payment by default. Though the biller definitely offered to cancel tips pay post confrontation, point is why are by default without informing customer by default. Such discussion leaves a bitter taste after a wonderful experience service given by folks Sabina.",4 months ago,DELIVERY
5,We had a lovely time. Sabina and Deepak really helped us throughout. And the coffee there is worth it and value for the price!,4 months ago,DINING
5,one of the few places I loved the filter coffee ..just amazing,4 months ago,DINING
5,"Sabina helped us pick our coffee and customised its taste to our specific liking. Very professional yet warm and amicable service.
The Spicy Banana Chips is a must try along with the coffees that the cafe offers.

Thank you Sabina for assisting us. We had a lovely experience at Ettarra!",4 months ago,DINING
5,Loved the fact that they serve their coffees with a side of banana chips.,4 months ago,DINING
5,Sabina was amazing. Helped in sleeping the perfect coffee.,4 months ago,DELIVERY
5,Amazing filter coffee hot & cold loved the combo with banana wafers …must visit 👌👌❤️,5 months ago,DELIVERY
5,"I recently visited this quaint little café in Juhu and had an incredible experience! Their filter coffee is truly exceptional, boasting the rich flavors that South Indian coffee enthusiasts crave. As an added bonus, they generously provide complimentary banana chips, which perfectly complemented the aromatic coffee.

What impressed me even more was their offering of cold coffee tasters. I decided to try their original South Indian frappe, and it exceeded my expectations. The balance of sweetness was spot-on, making it a refreshing and delicious treat.

The ambiance of the café was warm and inviting, creating a cozy atmosphere to savor my coffee and enjoy the delightful company of...read more",5 months ago,DELIVERY
5,"We had a lovely time at Ettarra. The service was really nice, and the staff was kind. The coffee was great. It is a must try. Really aesthetic",5 months ago,DINING
5,"Great coffee, better than third wave and Starbucks nearby. Their coffee tasted freshly roasted and smooth.


The waitress suggested we try their papa roti and it was so good we took 2 for take away. Buttery smooth inside with a crisp outer layer made of powdered cinnamon.


I left my cash at home and my International credit card would not work with their machine. Deepak was super kind and insisted that I come back and pay them whenever I can. 5 star service right there.


Cafe dining space is literally inside a hotel lobby. Only two tables.",5 months ago,DINING
5,NAN,5 months ago,DELIVERY
5,Amazing coffee place and amazing service by Safina! Thank you :),5 months ago,DELIVERY
5,the cups in which order was delivered was very feeble. they were bending by the time it got delivered to us and delivery time was 25 mins,5 months ago,DINING
5,NAN,5 months ago,DINING
5,Very fresh and good taste,5 months ago,DELIVERY
5,Very cheap tasting coffee and reallly bad cookie.,5 months ago,DINING
4,I love the coffee here.A must try better than the hyped ones.Love the filter cold coffee recommended by Sabina.Thank you sooo much.Lovely small and cozy place.Even the baked vada pav is to die for....and the staff too is very sweet and friendly.100% recommended.Love this place💯💯💯,5 months ago,DELIVERY
5,"a complimentary banana chips pack was cherry on top 🥰
lovely coffeeeee",5 months ago,DINING
4,NAN,5 months ago,DINING
5,"Definitely one of the best coffee's I've had.,staff is amazing( forgot my mobile and packet there but they were quick to have spotted it) - brownie points for Sabina who was super sweet and very helpful!!!",5 months ago,DELIVERY
5,NAN,5 months ago,DINING
5,NAN,5 months ago,DINING
5,Takeaway: Had the best South Indian Frappe. Almost tastes like coffee ice-cream. Kundan is extremely patient with order requests and Sabina was very prompt too. Thank you guys.,5 months ago,DINING
5,Very peaceful place to chill with great coffee collection. Love the service and great coffee.,5 months ago,DELIVERY
5,"One of the best cafes to open in juhu , really good coffee and hot chocolate, limited menu but everthing in the cafe Is 5star.",5 months ago,DINING
5,"Recommended by a South Indian friend for good coffee. Ordered for Coffee and Madagascar hot chocolate. All great. Along with fresh banana chips as free side munchies were really nice. Also, staff especially Sabina was really courteous and helpful. Thanks for nice experience overall.",5 months ago,DELIVERY
4,NAN,5 months ago,DELIVERY
5,"The service is really good and it is a vibe here. The soothing playlist is curated to give you a peaceful experience from the hustle of your Mumbai lifestyle and the amazing coffee hits the spot to give you a caffeine boost. I was served by Sabina who was a delight and a refreshing face to come across, her service was very commendable and sweet. Love coming here to work in a peaceful environment!✨",6 months ago,DINING
1,The coffee in Mumbai @ Yttarra juhu tata road & you get best hospitality by their team here especially the young lady Sabina….wishing Yttarra & all here All The Very Best Always..,6 months ago,DELIVERY
5,NAN,6 months ago,DELIVERY
5,"The Original South Indian Frappe and Paparoti were both amazing! The Frappe had a unique blend of flavors with a perfect balance of sweetness and coffee taste, while the Paparoti was soft, fluffy and totally delicious. Needless to say, this duo has quickly become my new favorite breakfast.",6 months ago,DINING
2,"I am not a coffee drinker.. i used to absolutely love this place for it's lemon tart..i specifically go there for that but today to my disappointment i was told it's been discontinued.. seriously it was so good.. i don't understand why..
UPDATE:- it's amazing how some places actually care about what a customer wants.. ettara has gone above and beyond.. they actually got the lemon tarts back because one of their picky customer wanted it( that's me)🤪.. super lovely staff..not only that they gave me a couple of extra tarts on the house just to make it up.. please visit this place not just for the coffee but also for the ambience it's lovely especially in the evening..",6 months ago,DELIVERY
5,"Coffee is authentic !
The owner has good knowledge of coffee and we had a good chat

Ambience is great too
Cozy small place and best part is that as a good will gesture they give free banana chips",6 months ago,DINING
3,"Great place , great coffee!
Love the place
I stay in Juhu , and this is my go-to place !

The ambience is so earthy , love to have my coffee in midst of plants",6 months ago,DINING
5,"worst, stale",6 months ago,DELIVERY
4,I expected banana chips to be a little thinner and crispier. And the paparoti was very dry with flaky burnt top,6 months ago,DINING
5,"We stepped in late, at 1 am ish, and we’re greeted with a smiling face, ready to make our evening ☺️
Numan made us two delicious coffees, exactly to our specifications 💯 he was so precise, and so passionate. It touched our hearts and made us feel at home, for some reason.
That’s just a brilliant phenomenon, to make 2 girls feel so comfortable, so silently. More Power to Numan ❣️",6 months ago,DINING
3,Terrible packaging.,6 months ago,DELIVERY
5,The paparoti was charred to the point it tasted burnt and was very dry on the inside. I don’t think delivery is a good option for them. Maybe the food will be better in the restaurant.,6 months ago,DELIVERY
5,NAN,6 months ago,DINING
4,NAN,6 months ago,DELIVERY
5,Sabina was an amazing host. She served us well and had the most amazing smile to cheer us up! Loved the place and the coffee ❤️,6 months ago,DELIVERY
5,Absolutely love the service. Sabina was very helpful and made sure the coffee was to our liking. Would definitely visit again just for the warmth.,6 months ago,DINING
1,NAN,7 months ago,DELIVERY
5,Excellent service by Sabina. Loved the coffee. Tried the Vietnamese Frappe and filter coffee. Cafe is small and quaint.,7 months ago,DELIVERY
5,"The quaint, cozy and little cafe, went there on a lazy evening. Enjoyed mediterranean chocolate coffee and papparoti (must try). Neha was really supportive and helpful in making a quick choice. Must recommend place, will visit again.",7 months ago,DINING
5,NAN,7 months ago,DELIVERY
5,"Phenomenal coffee, delicious foods and amazing service by Sabina! One of my favourite coffee places! 😍",7 months ago,DINING
5,We visited Ettarra on a lazy Sunday afternoon and it was all worth it.. their filter coffee served with banana crispies was flavourful and authentic. A must visit👍,7 months ago,DINING
5,Ettarra is small coffee shop in the lobby of a juhu hotel. They have an elaborate menu of South Indian coffee and espresso based drinks. They also do pour overs and drip coffee. I tried their filter coffee and it was great. Sabina took very good care of us and made the coffee to our liking. I would highly recommend.,7 months ago,DELIVERY
5,"Must try original south indian frappe! Lovely ambience, hygienic and cozy place to spend time with friends and family.. The staff here is very polite, especially Sabina. Banana chips which is authentically good. Close to Juhu beach makes it a perfect spot for some coffee after a beach walk.. gonna visit again!..",7 months ago,DINING
5,I had a classic frappe ..it was excellent..absolutely love the vibe of this place..Staff is very polite..Sabina is super sweet and makes sure the coffee is as per my taste..I totally recommend this place..Best part is it’s open 24*7 :),7 months ago,DINING
1,Had south Indian frappe and it was too delicious and refreshing. The vibe here is quite good and the staff is very warm and welcoming especially Sabina who is too positive. Would definitely visit this café again.,7 months ago,DELIVERY
5,NAN,7 months ago,DINING
5,"Sabina, the service of your cafe is very good, and the coffee was very good, I am happy to say that in all the cafes I have been to till date, you have provided the best service ever ☺️",7 months ago,DELIVERY
5,Sabina is a star. Genuinely seems happy working here. Shows in the service. Lovely concoctions as well. Do spend your lazy afternoons here. Indoor seating is less but the coffee makes up for it.,7 months ago,DINING
5,NAN,7 months ago,DELIVERY
5,"Great suggestion and service by Numan
Tried the filter coffee and paparotti, Amazing combo
Reasonable pricing
Will come back to try more coffee",7 months ago,DELIVERY
5,"Visited Ettara for the first time - they have wonderful coffee and a very warm staff.

Sabina was especially fantastic, hospitable and wonderful - she made sure we were comfortable and made recommendations for food and coffee.

I’ll definitely be visiting again.",7 months ago,DINING
5,"Sabina was really sweet and kind serving with a good smile makes the service much much better 🤌🏼 best coffee ever 🤌🏼
It’s very. Clean and chick",7 months ago,DINING
5,"We had Narital Irish Cream Frappe and Madagascar Hot Chocolate
It was amazing
And the service was superb too
Aaftab, Rushaan served us really well, took all our instructions and served us superb coffees",7 months ago,DINING
5,"This rare find serves a combination of good coffee, selective baked goods and tops this with a courteous staff and excellent service!
We tried the South Indian Frappe, Banana Bread, their signature Paparoti, Croissant and Latte’s - everything was delicious and would definitely recommend going here often!",7 months ago,DINING
5,"My new favourite place for coffeee❤️❤️
The cappuccino was so good and great presentation and even the banana chips along with it was so good.
The staff is so kind and they recommend the best of coffee.
The double chocolate chip cookie is so wholesome and worth the price.. best cookie indeed!
Now I know where to go if I’m craving for some coffee..
Thank you for giving us such a great experience.",7 months ago,DINING
5,"Absolutely the best coffee place ...!
I had the south Indian blend cold coffee which was tasting so fresh and mind-blowing",7 months ago,DELIVERY
5,"This is a really cute place which serves good coffee and paparoti. I have tried the cappuccino, south indian filter coffee and hazelnut frappe and all of them are very delivered. Their staff is also very friendly and warm. A must visit place!",8 months ago,DELIVERY
5,"This rare find serves a combination of good coffee, selective baked goods and tops this with a courteous staff and excellent service!
We tried the South Indian Frappe, Banana Bread, their signature Paparoti, Croissant and Latte’s - everything was delicious and would definitely recommend going here often!",8 months ago,DINING
5,"My new favourite place for coffeee❤️❤️
The cappuccino was so good and great presentation and even the banana chips along with it was so good.
The staff is so kind and they recommend the best of coffee.
The double chocolate chip cookie is so wholesome and worth the price.. best cookie indeed!
Now I know where to go if I’m craving for some coffee..
Thank you for giving us such a great experience.",8 months ago,DINING
5,"Absolutely the best coffee place ...!
I had the south Indian blend cold coffee which was tasting so fresh and mind-blowing",8 months ago,DELIVERY
3,"This is a really cute place which serves good coffee and paparoti. I have tried the cappuccino, south indian filter coffee and hazelnut frappe and all of them are very delivered. Their staff is also very friendly and warm. A must visit place!",8 months ago,DELIVERY
5,"This rare find serves a combination of good coffee, selective baked goods and tops this with a courteous staff and excellent service!
We tried the South Indian Frappe, Banana Bread, their signature Paparoti, Croissant and Latte’s - everything was delicious and would definitely recommend going here often!",8 months ago,DELIVERY
1,"My new favourite place for coffeee❤️❤️
The cappuccino was so good and great presentation and even the banana chips along with it was so good.
The staff is so kind and they recommend the best of coffee.
The double chocolate chip cookie is so wholesome and worth the price.. best cookie indeed!
Now I know where to go if I’m craving for some coffee..
Thank you for giving us such a great experience.",8 months ago,DELIVERY
5,"Absolutely the best coffee place ...!
I had the south Indian blend cold coffee which was tasting so fresh and mind-blowing",8 months ago,DINING
5,"This is a really cute place which serves good coffee and paparoti. I have tried the cappuccino, south indian filter coffee and hazelnut frappe and all of them are very delivered. Their staff is also very friendly and warm. A must visit place!",8 months ago,DINING
5,"This rare find serves a combination of good coffee, selective baked goods and tops this with a courteous staff and excellent service!
We tried the South Indian Frappe, Banana Bread, their signature Paparoti, Croissant and Latte’s - everything was delicious and would definitely recommend going here often!",8 months ago,DINING
5,"My new favourite place for coffeee❤️❤️
The cappuccino was so good and great presentation and even the banana chips along with it was so good.
The staff is so kind and they recommend the best of coffee.
The double chocolate chip cookie is so wholesome and worth the price.. best cookie indeed!
Now I know where to go if I’m craving for some coffee..
Thank you for giving us such a great experience.",8 months ago,DINING
5,"Absolutely the best coffee place ...!
I had the south Indian blend cold coffee which was tasting so fresh and mind-blowing",8 months ago,DELIVERY
5,"This is a really cute place which serves good coffee and paparoti. I have tried the cappuccino, south indian filter coffee and hazelnut frappe and all of them are very delivered. Their staff is also very friendly and warm. A must visit place!",8 months ago,DINING
4,"This rare find serves a combination of good coffee, selective baked goods and tops this with a courteous staff and excellent service!
We tried the South Indian Frappe, Banana Bread, their signature Paparoti, Croissant and Latte’s - everything was delicious and would definitely recommend going here often!",8 months ago,DELIVERY
5,"My new favourite place for coffeee❤️❤️
The cappuccino was so good and great presentation and even the banana chips along with it was so good.
The staff is so kind and they recommend the best of coffee.
The double chocolate chip cookie is so wholesome and worth the price.. best cookie indeed!
Now I know where to go if I’m craving for some coffee..
Thank you for giving us such a great experience.",9 months ago,DINING
5,"Absolutely the best coffee place ...!
I had the south Indian blend cold coffee which was tasting so fresh and mind-blowing",9 months ago,DELIVERY
1,"This is a really cute place which serves good coffee and paparoti. I have tried the cappuccino, south indian filter coffee and hazelnut frappe and all of them are very delivered. Their staff is also very friendly and warm. A must visit place!",9 months ago,DELIVERY
5,"This rare find serves a combination of good coffee, selective baked goods and tops this with a courteous staff and excellent service!
We tried the South Indian Frappe, Banana Bread, their signature Paparoti, Croissant and Latte’s - everything was delicious and would definitely recommend going here often!",9 months ago,DINING
5,"My new favourite place for coffeee❤️❤️
The cappuccino was so good and great presentation and even the banana chips along with it was so good.
The staff is so kind and they recommend the best of coffee.
The double chocolate chip cookie is so wholesome and worth the price.. best cookie indeed!
Now I know where to go if I’m craving for some coffee..
Thank you for giving us such a great experience.",9 months ago,DELIVERY
5,"Absolutely the best coffee place ...!
I had the south Indian blend cold coffee which was tasting so fresh and mind-blowing",9 months ago,DELIVERY
5,"This is a really cute place which serves good coffee and paparoti. I have tried the cappuccino, south indian filter coffee and hazelnut frappe and all of them are very delivered. Their staff is also very friendly and warm. A must visit place!",9 months ago,DELIVERY
4,"This rare find serves a combination of good coffee, selective baked goods and tops this with a courteous staff and excellent service!
We tried the South Indian Frappe, Banana Bread, their signature Paparoti, Croissant and Latte’s - everything was delicious and would definitely recommend going here often!",9 months ago,DINING
5,"My new favourite place for coffeee❤️❤️
The cappuccino was so good and great presentation and even the banana chips along with it was so good.
The staff is so kind and they recommend the best of coffee.
The double chocolate chip cookie is so wholesome and worth the price.. best cookie indeed!
Now I know where to go if I’m craving for some coffee..
Thank you for giving us such a great experience.",9 months ago,DELIVERY
5,"Absolutely the best coffee place ...!
I had the south Indian blend cold coffee which was tasting so fresh and mind-blowing",9 months ago,DINING
5,"This is a really cute place which serves good coffee and paparoti. I have tried the cappuccino, south indian filter coffee and hazelnut frappe and all of them are very delivered. Their staff is also very friendly and warm. A must visit place!",9 months ago,DINING
5,"This rare find serves a combination of good coffee, selective baked goods and tops this with a courteous staff and excellent service!
We tried the South Indian Frappe, Banana Bread, their signature Paparoti, Croissant and Latte’s - everything was delicious and would definitely recommend going here often!",9 months ago,DINING
5,"My new favourite place for coffeee❤️❤️
The cappuccino was so good and great presentation and even the banana chips along with it was so good.
The staff is so kind and they recommend the best of coffee.
The double chocolate chip cookie is so wholesome and worth the price.. best cookie indeed!
Now I know where to go if I’m craving for some coffee..
Thank you for giving us such a great experience.",9 months ago,DINING
4,"Absolutely the best coffee place ...!
I had the south Indian blend cold coffee which was tasting so fresh and mind-blowing",9 months ago,DINING
5,"This is a really cute place which serves good coffee and paparoti. I have tried the cappuccino, south indian filter coffee and hazelnut frappe and all of them are very delivered. Their staff is also very friendly and warm. A must visit place!",9 months ago,DINING
5,"This rare find serves a combination of good coffee, selective baked goods and tops this with a courteous staff and excellent service!
We tried the South Indian Frappe, Banana Bread, their signature Paparoti, Croissant and Latte’s - everything was delicious and would definitely recommend going here often!",10 months ago,DINING
5,"My new favourite place for coffeee❤️❤️
The cappuccino was so good and great presentation and even the banana chips along with it was so good.
The staff is so kind and they recommend the best of coffee.
The double chocolate chip cookie is so wholesome and worth the price.. best cookie indeed!
Now I know where to go if I’m craving for some coffee..
Thank you for giving us such a great experience.",10 months ago,DINING
5,"Absolutely the best coffee place ...!
I had the south Indian blend cold coffee which was tasting so fresh and mind-blowing",10 months ago,DELIVERY
5,"This is a really cute place which serves good coffee and paparoti. I have tried the cappuccino, south indian filter coffee and hazelnut frappe and all of them are very delivered. Their staff is also very friendly and warm. A must visit place!",10 months ago,DINING
5,"This rare find serves a combination of good coffee, selective baked goods and tops this with a courteous staff and excellent service!
We tried the South Indian Frappe, Banana Bread, their signature Paparoti, Croissant and Latte’s - everything was delicious and would definitely recommend going here often!",10 months ago,DINING
5,"My new favourite place for coffeee❤️❤️
The cappuccino was so good and great presentation and even the banana chips along with it was so good.
The staff is so kind and they recommend the best of coffee.
The double chocolate chip cookie is so wholesome and worth the price.. best cookie indeed!
Now I know where to go if I’m craving for some coffee..
Thank you for giving us such a great experience.",10 months ago,DINING
1,"Absolutely the best coffee place ...!
I had the south Indian blend cold coffee which was tasting so fresh and mind-blowing",10 months ago,DELIVERY
3,"This is a really cute place which serves good coffee and paparoti. I have tried the cappuccino, south indian filter coffee and hazelnut frappe and all of them are very delivered. Their staff is also very friendly and warm. A must visit place!",10 months ago,DELIVERY
5,"This rare find serves a combination of good coffee, selective baked goods and tops this with a courteous staff and excellent service!
We tried the South Indian Frappe, Banana Bread, their signature Paparoti, Croissant and Latte’s - everything was delicious and would definitely recommend going here often!",10 months ago,DINING
1,"My new favourite place for coffeee❤️❤️
The cappuccino was so good and great presentation and even the banana chips along with it was so good.
The staff is so kind and they recommend the best of coffee.
The double chocolate chip cookie is so wholesome and worth the price.. best cookie indeed!
Now I know where to go if I’m craving for some coffee..
Thank you for giving us such a great experience.",10 months ago,DELIVERY
3,"Absolutely the best coffee place ...!
I had the south Indian blend cold coffee which was tasting so fresh and mind-blowing",10 months ago,DELIVERY
5,"This is a really cute place which serves good coffee and paparoti. I have tried the cappuccino, south indian filter coffee and hazelnut frappe and all of them are very delivered. Their staff is also very friendly and warm. A must visit place!",10 months ago,DINING
